k,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.44999999999999996,0.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.666481044941189e-23,7.407201161045765e-24,6.666481044941189e-23,7.407201161045765e-24,0.44890134334964027,0.5491007359621477,0.998002079311788,0.0004975615211385473,0.0003986930489046906,9.959275071017545e-05,0.0009958473207534134,1.1029927666083178e-06,5.789689826818068e-07,1.5567309770936765e-07,2.2980866855680235e-07,2.0674435155562947e-06,3.2601477177640174e-09,1.1210130494407442e-09,3.479336766319513e-10,3.99825152016844e-10,7.747155234113701e-10,5.903635119264927e-09,1.1292320139062744e-11,2.5435912829383643e-12,9.100860614838958e-13,9.519164150781303e-13,1.457232195526217e-12,3.0743625831754668e-12,2.0229508677264816e-11,7.802211518108403e-14,3.267818356290043e-16,1.4537004088267649e-18,6.7688222186996355e-21,3.265789915405861e-23
2,3.333507735677268e-20,3.703897484085853e-21,3.333507735677268e-20,3.703897484085853e-21,0.4478053690246926,0.5482029422439496,0.9960083112686422,0.0009902698692708203,0.0007947807362245901,0.00019837431988038308,0.0019834249253757935,4.379734955484976e-06,2.3045349449897934e-06,6.191425088238975e-07,9.132559633609039e-07,8.216668372659572e-06,2.5827408434189894e-08,8.909595767518876e-09,2.763076145524303e-09,3.1726017040964884e-09,6.142381056041805e-09,4.681506310737137e-08,1.7848228649419544e-10,4.0365839784777584e-11,1.4431058328952502e-11,1.5082161609447464e-11,2.3069733991948032e-11,4.863153411379505e-11,3.200626143231161e-10,2.4628667671138856e-12,2.0580289554071982e-14,1.8265829955704817e-16,1.696879056352168e-18,1.6334367208876593e-20
3,1.2515772388557673e-18,1.390641376506408e-19,1.2515772388557673e-18,1.390641376506408e-19,0.4467120704763687,0.5473066164413954,0.9940186869177641,0.0014781605474761795,0.001188275831010362,0.0002963496628072139,0.0029627860412937555,9.782402350512102e-06,5.159811367690859e-06,1.3851289444274118e-06,2.0414613106927128e-06,1.8368803973323084e-05,8.631935226133641e-08,2.9873707383819986e-08,9.257058980701136e-09,1.0620495651962557e-08,2.054542089225013e-08,1.566160351700702e-07,8.925901983990883e-10,2.0268691374544025e-10,7.240339900039045e-11,7.560898669467084e-11,1.1555838654786983e-10,2.434029892228646e-10,1.6022508736103242e-09,1.8448942041960108e-11,2.3068202040583554e-13,3.0636130228886425e-15,4.258728474618669e-17,6.134355393922045e-19
4,1.6279503058382462e-17,1.808833673153607e-18,1.6279503058382462e-17,1.808833673153607e-18,0.4456214411718691,0.5464117561544057,0.9920331973262748,0.001961268827971295,0.0015791910466842539,0.00039352370788004555,0.003933983582535595,1.7263870452267283e-05,9.128077256167217e-06,2.4484133662607897e-06,3.6056597819568132e-06,3.2446020856652106e-05,2.0261796427703824e-07,7.034976932820864e-08,2.1781894028289112e-08,2.4969879724452026e-08,4.8265383639246854e-08,3.6798489099723486e-07,2.786756458285311e-09,6.353709256807245e-10,2.2678255176160452e-10,2.366318263092547e-10,3.613684744704485e-10,7.605429681591544e-10,5.007453204666498e-09,7.669030002402815e-11,1.275445756523348e-12,2.2530037024156018e-14,4.1657193841241657e-16,7.981123503173632e-18
5,1.1845846983621839e-16,1.3162052204024266e-17,1.1845846983621839e-16,1.3162052204024266e-17,0.4445334745943439,0.5455183589868251,0.990051833581169,0.002439629753517534,0.001967539041267296,0.0004899013567180161,0.004897070151502846,2.6777705951972652e-05,1.4192775788887883e-05,3.8038364139803366e-06,5.597200839401629e-06,5.03715189942425e-05,3.9188762694637193e-07,1.3650547231421816e-07,4.223106949590185e-08,4.8372879959308e-08,9.34265499776834e-08,7.124235986934833e-07,6.720955573186834e-09,1.53855870350359e-09,5.487132231863156e-10,5.720816255512161e-10,8.729395306792504e-10,1.835721137637997e-09,1.2088969793745205e-08,2.3086964016859843e-10,4.787833257875344e-12,1.0546054255558646e-13,2.431484265027513e-15,5.80900570448871e-17
6,5.969420745554864e-16,6.632689717283182e-17,5.969420745554864e-16,6.632689717283182e-17,0.44344816424285377,0.5446264225464159,0.9880745867892697,0.0029132781388201043,0.0023533324176056108,0.0005854874843063293,0.0058520980407320445,3.827815829892187e-05,2.0337512975810408e-05,5.446297837315242e-06,8.007547094079881e-06,7.206951620612741e-05,6.705927517335017e-07,2.343425467346922e-07,7.244062995105947e-08,8.290889708471825e-08,1.599994758443252e-07,1.2202843013482969e-06,1.3767274292165977e-08,3.1643589143437607e-09,1.1276287675166134e-09,1.1747021799626456e-09,1.79103054009139e-09,3.763349858590074e-09,2.478834455267046e-08,5.666963557715031e-10,1.4068395250593879e-11,3.7095215192348096e-13,1.023820840457844e-14,2.9280727468448543e-16
7,2.3344692350828197e-15,2.5938547056475774e-16,2.3344692350828197e-15,2.5938547056475774e-16,0.44236550363233107,0.5437359444448521,0.9861014480771831,0.0033822485719190165,0.0027365837235958303,0.0006802869391318937,0.00679911923464674,5.172015136042874e-05,2.754605632664469e-05,7.37075593308503e-06,1.0828273075938363e-05,9.746523669609682e-05,1.0545150658862566e-06,3.6969949678896196e-07,1.1419024043518306e-07,1.3058610306542332e-07,2.518044720473264e-07,1.9207953782231515e-06,2.5195737789047704e-08,5.814596426988964e-09,2.0703751286236567e-09,2.1550617794827018e-09,3.2830991319903566e-09,6.892942475380247e-09,4.541181273151363e-08,1.2082666077528756e-09,3.4909569402851914e-11,1.071286824110128e-12,3.441137340242923e-14,1.1453890028271888e-15
8,7.583165517708487e-15,8.425739464120542e-16,7.583165517708487e-15,8.425739464120542e-16,0.44128548629354136,0.5428469222977123,0.9841324085912536,0.003846575415571898,0.003117305452409636,0.0007743045433182972,0.007738185411299832,6.705927517335017e-05,3.580233352891131e-05,9.572226987038143e-06,1.4051064015926472e-05,0.0001264848997052261,1.5587705602825608e-06,5.482542987564625e-07,1.6920423489728015e-07,1.933429131675464e-07,3.7251502131017007e-07,2.8420870284140198e-06,4.246066819224357e-08,9.838616817072268e-09,3.5003588223928344e-09,3.6405944611540656e-09,5.541733419944445e-09,1.16255991227342e-08,7.660757083554138e-08,2.323817176763136e-09,7.654494140681394e-11,2.6780020645789626e-12,9.80714281245458e-14,3.721617808507648e-15
9,2.137755808646941e-14,2.3752842318299347e-15,2.137755808646941e-14,2.3752842318299347e-15,0.4402081057730445,0.5419593537244739,0.9821674594975184,0.00430629280862871,0.0034955100427174132,0.0008675450927601234,0.008669347944106247,8.425177778624569e-05,4.5090431135727166e-05,1.2045784720473198e-05,1.7667714640013984e-05,0.00015905570828246004,2.1978261041359807e-06,7.755270638273561e-07,2.391526491490423e-07,2.7304943389168543e-07,5.256611337260856e-07,4.01121638473015e-06,6.71875601472396e-08,1.5631145937063688e-08,5.5567184520695465e-09,5.774670188992649e-09,8.783135176592299e-09,1.841061662660622e-08,1.21343846528564e-07,4.130903650443639e-09,1.527049383719204e-10,5.9957188165495826e-12,2.46415938367584e-13,1.0494383158874625e-14
